Name,Record,Fighter URL,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,N_Name,id,weight_class
Tabatha Ricci,11-3-0,http://www.ufcstats.com/fighter-details/d25240135aee03e5,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995",4.18,36%,5.29,57%,2.74,37%,81%,0.1,"Ricci, Tabatha",sr:competitor:800738,strawweight(106-115)
Thiago Santos,22-11-0,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48%,2.57,53%,0.88,33%,65%,0.1,"Santos, Thiago",sr:competitor:237712,light_heavyweight(186-205)
Ketlen Vieira,14-4-0,http://www.ufcstats.com/fighter-details/b9706f80d005036c,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.92,41%,3.9,51%,1.39,44%,88%,0.6,"Vieira, Ketlen",sr:competitor:288703,bantamweight(126-135)
Brunno Ferreira,13-2-0,http://www.ufcstats.com/fighter-details/1e719d4b676dc19a,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",3.54,49%,3.54,49%,1.14,23%,53%,0.8,"Ferreira, Brunno",sr:competitor:940945,middleweight(171-185)
Tom Aspinall,15-3-0,http://www.ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",256 lbs.,"78""",Orthodox,"Apr 11, 1993",8.07,67%,2.89,65%,3.27,100%,100%,1.6,"Aspinall, Tom",sr:competitor:545279,heavyweight(206-265)
Jairzinho Rozenstruik,15-6-0,http://www.ufcstats.com/fighter-details/2cd428e9606856fd,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.48,48%,2.63,52%,0.0,0%,72%,0.0,"Rozenstruik, Jairzinho",sr:competitor:542143,heavyweight(206-265)
Jonathan Martinez,19-6-0,http://www.ufcstats.com/fighter-details/f2477cf43c4975cc,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.44,49%,4.09,56%,0.38,35%,68%,0.1,"Martinez, Jonathan",sr:competitor:511658,bantamweight(126-135)
Themba Gorimbo,14-5-0,http://www.ufcstats.com/fighter-details/40f3cb27fc7305a1,"6' 1""",170 lbs.,"77""",Orthodox,"Jan 23, 1991",3.15,61%,1.09,56%,4.81,65%,82%,0.6,"Gorimbo, Themba",sr:competitor:563388,welterweight(156-170)
Mike Davis,2-0-0,http://www.ufcstats.com/fighter-details/c8661e204c66f325,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,"Davis, Mike",sr:competitor:463611,lightweight(146-155)
Antonina Shevchenko,10-4-0,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",3.86,55%,2.93,52%,0.43,42%,53%,0.4,"Shevchenko, Antonina",sr:competitor:453243,flyweight(116-125)
Jose Johnson,16-10-0,http://www.ufcstats.com/fighter-details/84f727cf0166d6f2,"6' 0""",125 lbs.,"71""",Orthodox,"May 20, 1995",2.27,57%,1.61,53%,0.69,60%,41%,0.7,"Johnson, Jose",sr:competitor:739955,bantamweight(126-135)
Trevor Smith,15-10-0,http://www.ufcstats.com/fighter-details/f797f0c57a83353e,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.29,55%,3.31,51%,1.7,32%,60%,0.7,"Smith, Trevor",sr:competitor:244094,light_heavyweight(186-205)
Tamires Vidal,7-4-0,http://www.ufcstats.com/fighter-details/4f3064faf17aa711,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",2.91,53%,4.46,49%,0.0,0%,35%,0.7,"Vidal, Tamires",sr:competitor:941223,bantamweight(126-135)
Matheus Camilo,9-3-0,http://www.ufcstats.com/fighter-details/72f890c5d421e705,"5' 10""",155 lbs.,"69""",Orthodox,"Jan 02, 2001",1.49,48%,1.38,55%,3.44,66%,0%,1.7,"Camilo, Matheus",sr:competitor:1247773,lightweight(146-155)
Terrence Mitchell,14-4-0,http://www.ufcstats.com/fighter-details/f3ca6908f78efebe,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",2.21,34%,8.85,41%,3.69,50%,0%,0.0,"Mitchell, Terrence",sr:competitor:1027329,bantamweight(126-135)
Jack Hermansson,24-8-0,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",5.09,44%,3.69,56%,1.53,30%,80%,0.4,"Hermansson, Jack",sr:competitor:278283,middleweight(171-185)
Zhang Mingyang,19-6-0,http://www.ufcstats.com/fighter-details/8a65fd9ba31fd3f7,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 16, 1998",10.91,64%,4.55,53%,0.0,0%,50%,0.0,"Mingyang, Zhang",sr:competitor:913003,light_heavyweight(186-205)
Sodiq Yusuff,13-5-0,http://www.ufcstats.com/fighter-details/94426bb170c88115,"5' 9""",155 lbs.,"71""",Orthodox,"May 19, 1993",5.27,49%,4.29,53%,0.36,23%,62%,0.4,"Yusuff, Sodiq",sr:competitor:463613,featherweight(136-145)
Jordan Wright,12-5-0 (1 NC),http://www.ufcstats.com/fighter-details/c878270af633eb11,"6' 2""",205 lbs.,"77""",Orthodox,"Oct 07, 1991",4.1,56%,6.03,31%,2.09,45%,100%,0.4,"Wright, Jordan",sr:competitor:449129,light_heavyweight(186-205)
Gadzhi Omargadzhiev,13-2-0,http://www.ufcstats.com/fighter-details/684d3aee255a3d09,"6' 1""",170 lbs.,"71""",Switch,"Feb 24, 1993",1.8,39%,2.2,39%,1.35,30%,60%,0.5,"Omargadzhiev, Gadzhi",sr:competitor:573047,welterweight(156-170)
Thomas Gifford,14-9-0 (2 NC),http://www.ufcstats.com/fighter-details/e7f51d9f9e9259e7,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,37%,6.45,37%,0.5,33%,33%,0.0,"Gifford, Thomas",sr:competitor:567159,lightweight(146-155)
Derrick Krantz,22-12-0,http://www.ufcstats.com/fighter-details/714e1e0681ddb703,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8,"Krantz, Derrick",sr:competitor:582517,welterweight(156-170)
Ben Saunders,22-13-2,http://www.ufcstats.com/fighter-details/484acc7b0f856ce9,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.2,40%,66%,1.3,"Saunders, Ben",sr:competitor:308176,welterweight(156-170)
Ion Cutelaba,19-11-1 (1 NC),http://www.ufcstats.com/fighter-details/cd13728ae1151f46,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.26,43%,3.34,47%,3.77,49%,75%,0.1,"Cutelaba, Ion",sr:competitor:265091,light_heavyweight(186-205)
Tom Nolan,9-1-0,http://www.ufcstats.com/fighter-details/6c3b2525436cf5d4,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000",5.82,45%,4.85,46%,0.41,12%,66%,1.6,"Nolan, Tom",sr:competitor:1010975,lightweight(146-155)
Oumar Sy,11-0-0,http://www.ufcstats.com/fighter-details/46e2011d92463b7e,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",4.81,59%,1.71,73%,3.21,40%,100%,0.8,"Sy, Oumar",sr:competitor:841246,light_heavyweight(186-205)
Marlon Vera,23-10-1,http://www.ufcstats.com/fighter-details/7c7332319c14094c,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",4.27,49%,5.37,50%,0.51,39%,72%,0.8,"Vera, Marlon",sr:competitor:245495,bantamweight(126-135)
Jordan Leavitt,11-3-0,http://www.ufcstats.com/fighter-details/ac026518a9b4dc0f,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.55,61%,1.84,57%,2.19,25%,30%,1.1,"Leavitt, Jordan",sr:competitor:733447,lightweight(146-155)
Louis Cosce,7-2-0,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",4.31,45%,5.35,47%,1.04,20%,50%,0.5,"Cosce, Louis",sr:competitor:733449,welterweight(156-170)
Renan Barao,34-9-0 (1 NC),http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5,"Barao, Renan",sr:competitor:258375,featherweight(136-145)
Rustam Khabilov,24-4-0,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",1.98,34%,2.16,65%,3.95,41%,61%,0.1,"Khabilov, Rustam",sr:competitor:245467,lightweight(146-155)
Denise Gomes,11-3-0,http://www.ufcstats.com/fighter-details/cffb87059e645bd1,"5' 2""",115 lbs.,"63""",Orthodox,"Dec 30, 1999",4.59,50%,3.04,51%,1.19,36%,67%,0.8,"Gomes, Denise",sr:competitor:928611,strawweight(106-115)
Felipe Lima,14-1-0,http://www.ufcstats.com/fighter-details/9256f591b30c073e,"5' 6""",145 lbs.,"68""",Orthodox,"May 07, 1998",3.5,45%,2.32,72%,1.71,42%,83%,1.1,"Lima, Felipe",sr:competitor:1148111,featherweight(136-145)
Maxim Grishin,32-10-2,http://www.ufcstats.com/fighter-details/950d0ef5c17157c5,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,52%,2.27,58%,0.21,16%,66%,0.0,"Grishin, Maxim",sr:competitor:457859,light_heavyweight(186-205)
Yanis Ghemmouri,12-3-0,http://www.ufcstats.com/fighter-details/eb70e786bbdf1d16,"5' 9""",135 lbs.,"69""",Orthodox,"Jan 24, 1995",2.29,38%,5.14,35%,0.0,0%,0%,0.0,"Ghemmouri, Yanis",sr:competitor:1036201,featherweight(136-145)
Joaquim Silva,13-6-0,http://www.ufcstats.com/fighter-details/ae7fe94f117f98cf,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.66,43%,4.53,53%,0.39,50%,69%,0.8,"Silva, Joaquim",sr:competitor:269219,lightweight(146-155)
Irwin Rivera,10-6-0,http://www.ufcstats.com/fighter-details/06a80a685ea98573,"5' 6""",135 lbs.,"67""",Southpaw,"Feb 14, 1989",3.36,44%,5.07,57%,1.0,16%,70%,0.0,"Rivera, Irwin",sr:competitor:413537,bantamweight(126-135)
Drako Rodriguez,7-3-0,http://www.ufcstats.com/fighter-details/dc3b9cf7641b7ab6,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 16, 1996",3.37,36%,4.4,58%,2.93,66%,75%,0.7,"Rodriguez, Drako",sr:competitor:742867,bantamweight(126-135)
Baergeng Jieleyisi,18-6-0,http://www.ufcstats.com/fighter-details/8677e67a75d65b8e,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 24, 1995",1.75,38%,2.3,48%,1.65,75%,73%,0.3,"Jieleyisi, Baergeng",sr:competitor:1000817,bantamweight(126-135)
Nina Nunes,11-7-0,http://www.ufcstats.com/fighter-details/d343df8ba11f4c4e,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",4.39,45%,3.47,55%,0.24,33%,73%,0.5,"Nunes, Nina",sr:competitor:895911,flyweight(116-125)
John Castaneda,21-8-0,http://www.ufcstats.com/fighter-details/5fa2974cbd18e05c,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991",4.42,50%,4.94,53%,1.68,37%,73%,0.1,"Castaneda, John",sr:competitor:511458,bantamweight(126-135)
Brad Riddell,10-4-0,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4,"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991",4.71,53%,3.53,53%,1.77,36%,63%,0.0,"Riddell, Brad",sr:competitor:433442,lightweight(146-155)
Carlton Minus,10-3-0 (1 NC),http://www.ufcstats.com/fighter-details/40d8b74488743800,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",3.5,40%,4.97,50%,0.0,0%,58%,0.0,"Minus, Carlton",sr:competitor:737691,welterweight(156-170)
Claudio Silva,14-4-0,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.48,42%,3.0,46%,2.85,26%,44%,1.1,"Silva, Claudio",sr:competitor:441614,welterweight(156-170)
David Zawada,17-7-0,http://www.ufcstats.com/fighter-details/3bb2dc8e87b10a46,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990",3.84,41%,4.54,55%,0.97,33%,57%,1.7,"Zawada, David",sr:competitor:542173,welterweight(156-170)
Anthony Birchak,16-8-0,http://www.ufcstats.com/fighter-details/c5a126ace82a6025,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5,"Birchak, Anthony",sr:competitor:267849,bantamweight(126-135)
Marco Tulio,14-1-0,http://www.ufcstats.com/fighter-details/9384e71bca6c409d,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",7.54,60%,2.53,61%,0.88,20%,0%,0.4,"Tulio, Marco",sr:competitor:1011317,middleweight(171-185)
Mario Bautista,15-2-0,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.33,47%,3.91,54%,1.92,33%,66%,0.9,"Bautista, Mario",sr:competitor:542007,bantamweight(126-135)
Yair Rodriguez,21-6-0 (1 NC),http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,"5' 11""",145 lbs.,"71""",Orthodox,"Oct 06, 1992",4.65,46%,3.78,52%,0.71,29%,59%,0.6,"Rodriguez, Yair",sr:competitor:253381,featherweight(136-145)
Allen Crowder,10-4-0 (1 NC),http://www.ufcstats.com/fighter-details/a9d6e047ce48ab63,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989",2.95,51%,2.95,56%,1.85,33%,100%,1.2,"Crowder, Allen",sr:competitor:397242,heavyweight(206-265)
Max Rohskopf,5-1-0,http://www.ufcstats.com/fighter-details/59a27d2e6d0802ac,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994",1.7,31%,5.8,42%,3.0,33%,0%,1.5,"Rohskopf, Max",sr:competitor:722829,lightweight(146-155)
Jeka Saragih,14-4-0,http://www.ufcstats.com/fighter-details/57186c150c645200,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",2.73,50%,2.65,41%,2.21,80%,66%,0.6,"Saragih, Jeka",sr:competitor:981229,featherweight(136-145)
Raquel Pennington,16-10-0,http://www.ufcstats.com/fighter-details/fc169c387b4b465d,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",4.1,49%,3.32,61%,0.83,27%,62%,0.6,"Pennington, Raquel",sr:competitor:542125,bantamweight(126-135)
Cameron Smotherman,12-5-0,http://www.ufcstats.com/fighter-details/5c84f673b7bb7c15,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 17, 1997",5.1,39%,4.13,59%,0.0,0%,57%,0.0,"Smotherman, Cameron",sr:competitor:1026737,bantamweight(126-135)
Michel Prazeres,26-4-0,http://www.ufcstats.com/fighter-details/e51fcd9cd84c0b93,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2.38,47%,2.51,57%,3.94,36%,47%,0.6,"Prazeres, Michel",sr:competitor:273533,welterweight(156-170)
Jordan Espinosa,15-9-0 (1 NC),http://www.ufcstats.com/fighter-details/215a70f073a7b726,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2,"Espinosa, Jordan",sr:competitor:459439,flyweight(116-125)
Julio Arce,19-6-0,http://www.ufcstats.com/fighter-details/1291edf2d566a71a,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.36,36%,3.05,68%,0.46,28%,96%,0.3,"Arce, Julio",sr:competitor:405705,featherweight(136-145)
Luke Jumeau,13-5-0,http://www.ufcstats.com/fighter-details/4c288a2b250bb576,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988",2.93,43%,3.17,58%,0.25,100%,86%,0.0,"Jumeau, Luke",sr:competitor:342090,welterweight(156-170)
Ricardo Ramos,17-7-0,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",2.97,36%,4.06,54%,2.57,57%,70%,0.7,"Ramos, Ricardo",sr:competitor:390298,featherweight(136-145)
Kevin Jousset,10-4-0,http://www.ufcstats.com/fighter-details/dda15dbfafb792df,"6' 2""",170 lbs.,"75""",Orthodox,"May 02, 1993",6.61,51%,6.49,50%,0.69,40%,100%,0.3,"Jousset, Kevin",sr:competitor:1049123,welterweight(156-170)
TJ Dillashaw,18-5-0,http://www.ufcstats.com/fighter-details/c849740a3ff51931,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8,"Dillashaw, TJ",sr:competitor:240684,bantamweight(126-135)
Derek Brunson,23-9-0,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.51,47%,3.05,51%,3.14,33%,85%,0.6,"Brunson, Derek",sr:competitor:244098,middleweight(171-185)
Keita Nakamura,34-10-2 (1 NC),http://www.ufcstats.com/fighter-details/65ddc8a9ac4e8531,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.2,58%,1.65,48%,63%,0.3,"Nakamura, Keita",sr:competitor:245475,welterweight(156-170)
Jonathan Pearce,14-7-0,http://www.ufcstats.com/fighter-details/87c0b1c696ddfb43,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",5.12,54%,3.32,54%,5.02,50%,55%,0.8,"Pearce, Jonathan",sr:competitor:599882,featherweight(136-145)
Francisco Trinaldo,28-9-0,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5,"Trinaldo, Francisco",sr:competitor:257379,lightweight(146-155)
Eryk Anders,17-8-0 (1 NC),http://www.ufcstats.com/fighter-details/cad24459b28592ca,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987",3.54,48%,4.05,50%,1.71,24%,80%,0.1,"Anders, Eryk",sr:competitor:359234,middleweight(171-185)
Abu Azaitar,14-4-1,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43%,4.32,51%,1.0,37%,42%,0.0,"Azaitar, Abu",sr:competitor:372540,middleweight(171-185)
Tony Gravely,23-9-0,http://www.ufcstats.com/fighter-details/601964f9654f911a,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,5.4,41%,52%,0.3,"Gravely, Tony",sr:competitor:614474,bantamweight(126-135)
Magomed Gadzhiyasulov,9-1-0,http://www.ufcstats.com/fighter-details/6e344b71421103da,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1993",2.89,49%,1.64,62%,3.67,73%,61%,0.0,"Gadzhiyasulov, Magomed",sr:competitor:1033341,light_heavyweight(186-205)
Gilbert Urbina,7-4-0,http://www.ufcstats.com/fighter-details/b12fb759e02378de,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",5.61,57%,4.61,44%,3.01,44%,0%,0.8,"Urbina, Gilbert",sr:competitor:828866,welterweight(156-170)
Liana Jojua,8-5-0,http://www.ufcstats.com/fighter-details/eebc23626e38f5dc,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",2.42,30%,5.32,54%,1.71,66%,50%,1.3,"Jojua, Liana",sr:competitor:608510,flyweight(116-125)
Robert Whittaker,27-8-0,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.54,43%,3.41,59%,0.8,38%,81%,0.0,"Whittaker, Robert",sr:competitor:253377,middleweight(171-185)
Movsar Evloev,19-0-0,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",3.99,48%,2.66,60%,4.67,48%,61%,0.2,"Evloev, Movsar",sr:competitor:567139,featherweight(136-145)
Jesse Butler,12-6-0,http://www.ufcstats.com/fighter-details/a75a48bfe776b2c2,"5' 10""",135 lbs.,"73""",Orthodox,"May 24, 1992",2.02,34%,4.62,39%,0.0,0%,0%,0.0,"Butler, Jesse",sr:competitor:1019883,bantamweight(126-135)
Aliaskhab Khizriev,14-0-0 (1 NC),http://www.ufcstats.com/fighter-details/7ab478c397cd68ef,"5' 9""",185 lbs.,"74""",Southpaw,"Aug 24, 1990",6.01,64%,4.38,61%,5.64,60%,100%,3.8,"Khizriev, Aliaskhab",sr:competitor:742865,middleweight(171-185)
Bruno Silva,23-13-0,http://www.ufcstats.com/fighter-details/12ebd7d157e91701,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989",3.86,48%,5.35,41%,0.77,22%,74%,0.0,"Silva, Bruno",sr:competitor:588493,flyweight(116-125)
Mason Jones,16-2-0 (1 NC),http://www.ufcstats.com/fighter-details/f6ad6a1e4d600e0d,"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995",5.56,41%,4.46,48%,4.24,52%,80%,0.0,"Jones, Mason",sr:competitor:567865,lightweight(146-155)
Terrion Ware,17-9-0,http://www.ufcstats.com/fighter-details/ba5e253af86db1a8,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",4.02,32%,6.07,50%,0.5,22%,44%,0.0,"Ware, Terrion",sr:competitor:351772,bantamweight(126-135)
Christos Giagos,20-12-0,http://www.ufcstats.com/fighter-details/de45aaae23dfa392,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",3.03,41%,3.21,50%,2.84,36%,52%,0.4,"Giagos, Christos",sr:competitor:501752,lightweight(146-155)
Kanako Murata,12-3-0,http://www.ufcstats.com/fighter-details/e0b0cf71e0d69dd0,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",2.15,56%,2.4,53%,3.38,56%,100%,0.8,"Murata, Kanako",sr:competitor:436976,strawweight(106-115)
Frank Camacho,22-10-0,http://www.ufcstats.com/fighter-details/764342d39cdaa54a,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989",6.56,46%,7.44,51%,1.11,31%,73%,0.0,"Camacho, Frank",sr:competitor:343992,lightweight(146-155)
Jordan Rinaldi,14-7-0,http://www.ufcstats.com/fighter-details/c07efc18b231f170,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987",1.56,35%,2.32,59%,1.45,35%,20%,1.2,"Rinaldi, Jordan",sr:competitor:260627,featherweight(136-145)
Daniel Barez,17-7-0,http://www.ufcstats.com/fighter-details/e8fe9c15d348e778,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",3.65,49%,5.95,50%,1.93,28%,80%,0.6,"Barez, Daniel",sr:competitor:341734,flyweight(116-125)
Desmond Green,23-8-0,http://www.ufcstats.com/fighter-details/f046d724d2a84ac5,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",3.7,46%,2.51,69%,1.62,50%,75%,0.0,"Green, Desmond",sr:competitor:542063,lightweight(146-155)
Stefan Struve,33-13-0,http://www.ufcstats.com/fighter-details/ebc1f40e00e0c481,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,"Struve, Stefan",sr:competitor:256137,heavyweight(206-265)
Matheus Nicolau,19-6-1,http://www.ufcstats.com/fighter-details/1a31ef98efce7a79,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.31,51%,2.98,65%,1.22,43%,90%,0.8,"Nicolau, Matheus",sr:competitor:269227,flyweight(116-125)
Darren Stewart,12-8-0 (2 NC),http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1,"Stewart, Darren",sr:competitor:542151,middleweight(171-185)
Ricky Simon,21-6-0,http://www.ufcstats.com/fighter-details/5987b2458f4b5290,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2.98,43%,3.87,61%,5.17,44%,75%,0.3,"Simon, Ricky",sr:competitor:433424,bantamweight(126-135)
Josefine Knutsson,8-1-0,http://www.ufcstats.com/fighter-details/971dba22c622af12,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",4.24,51%,2.13,54%,1.6,72%,35%,0.0,"Knutsson, Josefine",sr:competitor:990285,strawweight(106-115)
Philipe Lins,18-5-0,http://www.ufcstats.com/fighter-details/53c943c873cffe90,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",3.8,49%,3.59,46%,1.65,33%,100%,0.0,"Lins, Philipe",sr:competitor:305034,light_heavyweight(186-205)
Danilo Marques,11-4-0,http://www.ufcstats.com/fighter-details/687c15b2eddfaa63,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",1.44,79%,2.52,52%,3.93,28%,0%,0.8,"Marques, Danilo",sr:competitor:747485,light_heavyweight(186-205)
Ailin Perez,12-2-0,http://www.ufcstats.com/fighter-details/06e4245d16fc5315,"5' 5""",135 lbs.,"66""",Switch,"Oct 05, 1994",3.1,54%,1.79,55%,4.68,46%,66%,0.2,"Perez, Ailin",sr:competitor:905733,bantamweight(126-135)
Ryan Spann,22-11-0,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.2,39%,4.21,43%,1.17,31%,52%,1.5,"Spann, Ryan",sr:competitor:449135,light_heavyweight(186-205)
Xavier Franklin,5-1-0 (1 NC),http://www.ufcstats.com/fighter-details/90957a918e26bf9c,"5' 6""",135 lbs.,"66""",Southpaw,"Oct 15, 1996",3.07,33%,5.27,50%,0.0,0%,100%,0.0,"Franklin, Xavier",sr:competitor:1186159,bantamweight(126-135)
Veronica Hardy,9-5-1,http://www.ufcstats.com/fighter-details/4798e823ada58fe9,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",3.12,45%,3.48,49%,0.93,41%,55%,0.3,"Hardy, Veronica",sr:competitor:283225,flyweight(116-125)
Alan Jouban,17-7-0,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 25, 1981",5.67,50%,3.77,60%,0.51,44%,58%,0.3,"Jouban, Alan",sr:competitor:248597,welterweight(156-170)
Chris Fishgold,18-4-1,http://www.ufcstats.com/fighter-details/bebb4ae55ac2bf6f,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,32%,2.7,46%,2.59,46%,44%,1.3,"Fishgold, Chris",sr:competitor:509948,featherweight(136-145)
Darrius Flowers,12-8-1,http://www.ufcstats.com/fighter-details/65db4065e2bc107d,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1994",3.07,49%,5.49,44%,0.98,28%,63%,0.0,"Flowers, Darrius",sr:competitor:928587,welterweight(156-170)
Kevin Lee,18-8-0,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.88,42%,3.6,50%,3.18,43%,75%,0.8,"Lee, Kevin",sr:competitor:237668,lightweight(146-155)
